id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2265,Zen-East in the Heart of Austin (monthly rental),2466,Paddy,,78702,30.2775,-97.71398,Entire home/apt,225,30,24,2019-03-16,0.18,3,0
5245,"Eco friendly, Colorful, Clean, Cozy monthly share",2466,Paddy,,78702,30.27577,-97.71379,Private room,100,30,9,2018-03-14,0.07,3,0
5456,"Walk to 6th, Rainey St and Convention Ctr",8028,Sylvia,,78702,30.26112,-97.73448,Entire home/apt,95,2,518,2019-12-25,3.92,1,314
5769,NW Austin Room,8186,Elizabeth,,78729,30.45596,-97.7837,Private room,40,1,257,2019-11-03,2.16,1,0
6413,Gem of a Studio near Downtown,13879,Todd,,78704,30.24829,-97.73726,Entire home/apt,99,3,106,2019-11-19,0.86,1,12
6448,Secluded Studio in 78704 (Zilker),14156,Amy,,78704,30.26027,-97.76503,Entire home/apt,129,3,223,2019-12-08,2.19,2,102
8502,Woodland Studio Lodging,25298,Karen,,78741,30.23616,-97.73682,Entire home/apt,40,3,46,2019-05-28,0.38,1,164
14913,Blue Boy Club House / Music Venue,58635,Steven,,78748,30.15645,-97.82411,Entire home/apt,300,1,28,2019-11-03,0.39,1,364
21126,Live Like a Local in a Chic Mid-Century Modern Retreat,80406,Dani,,78704,30.24503,-97.74075,Entire home/apt,550,1,91,2019-12-27,1.08,11,136
21145,"Private Pool, Non Smoking, Pet Friendly, Central",80511,April,,78705,30.29422,-97.74618,Entire home/apt,220,30,35,2019-11-04,0.74,1,321
22166,Close in Hill country views NW ,84906,Stacey,,78759,30.38957,-97.76216,Entire home/apt,155,30,9,2015-07-04,0.08,1,365
22828,Garage Apartment near S Congress,56488,David,,78741,30.23564,-97.73146,Entire home/apt,52,31,37,2019-08-15,0.31,1,273
22982,Private Clarksville 2-1/Sleeps Six,89031,Gina,,78703,30.28027,-97.75596,Entire home/apt,95,2,158,2020-01-11,1.32,1,207
25028,Lovely Central Austin Bungalow & Studio,102862,Elana,,78757,30.33766,-97.73726,Entire home/apt,140,30,33,2019-09-30,0.28,1,305
32396,South Austin Comfort,140174,Tiffany,,78749,30.20273,-97.84439,Entire home/apt,55,1,9,2012-10-02,0.08,1,10
37324,furnished bedroom and full bath,161189,Chris,,78727,30.4303,-97.69125,Private room,35,30,37,2020-01-03,0.66,1,276
39152,SXSW 2020 -WOW SOON-South Austin Cosmic Groove :~>,167892,Veronica,,78704,30.25671,-97.75412,Entire home/apt,265,3,183,2019-11-03,1.61,3,10
39993,Tiny Tarrytown Apartment,210965,Susan And Anthony,,78703,30.29996,-97.77832,Entire home/apt,59,2,148,2019-12-25,2.08,2,0
40285,"OUTDOOR LIVING IN AUSTIN, TX",170787,Robbie,,78731,30.35141,-97.76323,Entire home/apt,350,2,30,2019-09-08,0.28,1,364
46929,Sunny Central Austin Apartment,210965,Susan And Anthony,,78703,30.30038,-97.77886,Entire home/apt,105,2,375,2019-12-08,3.33,2,0
47572,Harmonious Home in  N. Austin for Longer Stays,215917,Belinda,,78758,30.37641,-97.70926,Private room,36,30,2,2019-09-30,0.20,1,356
50310,Super Hip South Austin Studio,230553,Sevylla,,78744,30.20093,-97.75318,Entire home/apt,40,3,257,2019-12-29,2.28,2,310
50318,Scooby Doo House,12409,Flip,,78705,30.28625,-97.75022,Entire home/apt,130,30,30,2019-11-04,0.27,2,317
51100,Walking distance to ACL,235136,Charla,,78703,30.28188,-97.76413,Entire home/apt,500,3,2,2019-05-12,0.02,1,352
56690,STUDIO IN SOCO.  BEST LOCATION!,268988,Stephanie,,78704,30.2444,-97.75121,Entire home/apt,150,2,166,2020-01-06,1.54,2,69
57187,"Zilker Park, Fun, Funky, Colorful, Peaceful Haven",272156,Lois,,78704,30.25596,-97.76866,Entire home/apt,99,1,635,2020-01-04,5.78,2,340
68130,Hyde Park Flat - Bamboo Floors,336916,Drew,,78751,30.31171,-97.72455,Entire home/apt,89,2,468,2019-12-15,4.28,1,0
69303,Colorful and Quirky Zilker Park Townhouse,272156,Lois,,78704,30.2607,-97.77194,Entire home/apt,145,2,104,2020-01-04,0.98,2,330
69810,"Live Beneath Live Oaks in a Bright, Intimate House",82762,Dolina,,78704,30.23152,-97.76434,Entire home/apt,110,2,433,2019-12-15,4.01,1,313
70258,South 1st Garage Apartment - Ideally Central,355348,Jason,,78704,30.23616,-97.76446,Entire home/apt,150,2,29,2019-11-10,1.03,1,89
70659,Private Cottage-Near UT/Hyde Park,359112,Sara,,78722,30.2912,-97.71956,Entire home/apt,110,2,221,2019-11-17,2.04,2,359
70812,1 Bedroom Apt; Above the Studio,268988,Stephanie,,78704,30.24501,-97.74986,Entire home/apt,150,2,137,2019-11-10,1.27,2,80
72318,"Private, Super Cool, and very Close In",374529,Alyson & Max,,78704,30.2532,-97.77891,Private room,125,3,38,2018-10-15,0.35,3,89
72633,Architect Designed - Great Location,377037,Becca,,78704,30.24604,-97.75329,Entire home/apt,470,2,40,2019-10-07,0.37,1,359
72706,"Central Austin, Best Neighborhood! Rent here!",377618,Susan,,78704,30.24775,-97.76403,Entire home/apt,111,30,259,2019-12-08,2.41,2,269
72833,Central Cottage with bikes!,378744,Ellen And Andy,,78731,30.31383,-97.75161,Entire home/apt,85,3,330,2019-12-31,3.07,1,115
72876,20 minutes to Downtown Austin,379080,Becky,,78729,30.44794,-97.76082,Private room,25,3,12,2019-12-22,2.08,3,67
73005,3BR Convenient Gated Townhome!,128514,Vivian,,78727,30.41519,-97.73019,Entire home/apt,230,2,24,2019-09-20,0.22,1,160
73289,Simple 2/2 in Central Austin,382510,Christina,,78705,30.28985,-97.7451,Entire home/apt,106,30,45,2019-12-31,0.42,2,254
74318,Private Guest House 78704,387918,Amy & Justin,,78704,30.24422,-97.77885,Entire home/apt,90,2,200,2019-11-29,1.87,1,337
75174,South Shore Condo on Lady Bird Lake,393905,David,,78702,30.24773,-97.72584,Entire home/apt,130,2,259,2019-12-08,2.41,2,247
75957,PRIVATE COTTAGE APT IN Tarrytown -Central Austin,404260,Kelly,,78703,30.29187,-97.76824,Entire home/apt,115,2,284,2019-12-08,2.64,2,338
76497,Lovely chic 2 Bdrm Downtown whereAirbnb CEO stays,177441,Ashley,,78703,30.27577,-97.75608,Entire home/apt,170,2,188,2019-11-30,1.75,2,359
76501,Upstairs Flat in Central Austin,408534,Kevin And Bob,,78722,30.29138,-97.71907,Entire home/apt,125,2,165,2019-11-22,1.53,1,173
76911,EastSideLavishness- A Stay of comfort and Joy,394012,Peter,,78702,30.26775,-97.72695,Entire home/apt,821,2,135,2020-01-01,2.33,1,334
76925,Comfy Digs in East Austin,411190,Lynn,,78702,30.25517,-97.72458,Entire home/apt,400,2,16,2019-05-27,0.15,1,0
76937,Great Cottage in the heart of Austin sleep up 3,411248,Alon,,78704,30.25154,-97.74157,Entire home/apt,475,3,0,,,1,12
76996,The Travis Heights Tree House,1665428,Krista,,78704,30.23778,-97.74453,Entire home/apt,68,20,38,2019-12-06,0.35,1,279
77635,"Retro 60's Home,Walk to Zilker,Yard",416628,Carlos,,78704,30.25177,-97.77888,Entire home/apt,195,3,15,2019-09-27,0.17,2,364
77639,Sweet South Austin Spot,416628,Carlos,,78704,30.25003,-97.77859,Entire home/apt,245,3,21,2019-11-10,0.33,2,336
77998,Private Room/Bath & Living Room in Beautiful Home,419006,Jordan,,78725,30.25923,-97.66815,Private room,55,1,1,2015-03-14,0.02,1,343
78035,Modern Gem featured by Dwell. Pool + HotTub.,419192,Keith And Shannon,,78704,30.25625,-97.76766,Entire home/apt,750,3,84,2019-12-13,2.41,1,176
78127,Downtown Luxury Home/ Clean/ PERFECT LOCATION,419707,Julia,,78701,30.2752,-97.74863,Entire home/apt,404,1,6,2019-05-26,0.06,3,0
78422,Living the Dream on Richardine,421002,E. Dixie,,78702,30.27324,-97.71173,Private room,50,1,1,2011-03-17,0.01,1,31
78584,East 2nd Street Charmer!,422239,John,,78702,30.26278,-97.73529,Entire home/apt,176,2,122,2019-12-15,1.30,3,9
78731,Large Room and Private Bath in Central East Austin,423131,Robin,,78702,30.26984,-97.72874,Private room,85,2,177,2019-12-17,1.86,1,48
78749,Condo in the Heart of Downtown Austin...Walkable!,423241,Breanne,,78701,30.27066,-97.7414,Entire home/apt,128,14,12,2019-11-22,0.11,2,70
78757,Nice Room Great House near Zilker,374529,Alyson & Max,,78704,30.24716,-97.782,Private room,125,2,75,2019-11-03,0.70,3,356
78831,Cool Hyde Park efficiency apartment,423840,Marcus,,78751,30.31262,-97.72543,Entire home/apt,109,2,329,2020-01-08,3.06,1,164
78884,Beautiful Zilker Park Condo next to Downtown!,424158,Lynne,,78704,30.26088,-97.77438,Entire home/apt,89,2,130,2019-12-11,1.21,1,244
78974,78704 Detached Garden  Cottage,424835,Dan,,78704,30.23916,-97.76487,Entire home/apt,125,1,408,2019-11-10,3.80,1,352
79100,Bungalow-Pool-Central East-Monthly-Bikes Avail,425706,Robert,,78723,30.30971,-97.6948,Entire home/apt,98,30,31,2019-11-25,0.37,7,263
79432,Carriage House Apartment,427758,Ford,,78703,30.2809,-97.76065,Entire home/apt,119,30,55,2019-10-16,0.51,1,89
79603, Beautiful Bouldin Cottage - 78704,428883,Beau,,78704,30.24936,-97.75904,Entire home/apt,199,2,78,2019-11-11,0.73,1,240
79768,East-Side Bungalow,430091,Shawn,,78702,30.26071,-97.73258,Entire home/apt,225,4,34,2019-03-11,0.34,2,0
80725,Central Austin Home ,436771,Merlyn,,78703,30.28408,-97.76828,Entire home/apt,350,30,0,,,1,365
82033,"Clean and quiet 3/2, in Mueller area.",445746,Kimberly,,78723,30.30419,-97.68914,Entire home/apt,508,1,3,2018-04-28,0.13,1,90
83643,Fun Central Austin Convenience,456230,Michele,,78752,30.32373,-97.71629,Private room,47,2,177,2019-12-02,1.75,1,341
84771,Campus Retreat,321037,Lucien,,78705,30.29269,-97.74345,Entire home/apt,45,2,16,2018-01-03,0.56,2,0
89475,"2 Living Rooms, Lots of Big Beds! 3 king, 2 queen",487072,Greg & Amanda,,78757,30.35669,-97.72658,Entire home/apt,329,30,106,2019-12-30,1.18,12,247
90898,"Artsy, Cozy, and Fun; Our Travis Heights 2-1",236847,Lester,,78704,30.24666,-97.7476,Entire home/apt,112,2,78,2019-11-18,0.74,1,331
104099,Zilker Guesthouse,213651,Daniel,,78704,30.25456,-97.77551,Entire home/apt,85,2,164,2020-01-06,1.62,2,79
104386,South Austin Cottage 78704 - 2BR,543367,Mary,,78704,30.24613,-97.74528,Entire home/apt,77,31,124,2019-05-27,1.18,2,342
113779,Spacious 1BR w/ Office in Hyde Park,578211,Pete,,78751,30.30326,-97.73057,Entire home/apt,119,5,67,2019-11-30,0.69,9,310
113791,Avenue G Guesthouse in Hyde Park,578249,Larry And Susan,,78751,30.3022,-97.73013,Private room,60,30,12,2018-06-22,0.12,2,284
116014,SXSW LAST MINUTE Downtown Space,419707,Julia,,78701,30.27509,-97.74851,Entire home/apt,260,1,2,2019-04-14,0.02,3,0
128326,Austin City Limits-Private Pool by Nature Preserve,634580,Morrie And Rachel,,78736,30.24395,-98.00244,Entire home/apt,295,3,179,2019-11-30,1.77,1,349
140474,Historic Hyde Park Home By Downtown,578211,Pete,,78751,30.30226,-97.73143,Entire home/apt,136,5,62,2020-01-02,0.62,9,328
140504,1915 Home w/1BR With Modern Flare,578211,Pete,,78751,30.30242,-97.72954,Entire home/apt,119,5,54,2019-11-18,0.53,9,298
141550,"Sweet, Sexy Studio in the '02",688306,Epiphany,,78702,30.25582,-97.72709,Entire home/apt,111,1,430,2019-12-29,4.24,1,137
145210,Maiden Lane Guesthouse,475506,Dan,,78705,30.30219,-97.74143,Entire home/apt,129,3,191,2019-12-16,2.20,1,252
154103,"4 BDR Home Ideal for SXSW, F1, ACL",741170,Scott,,78704,30.2515,-97.78206,Entire home/apt,373,3,14,2019-12-30,0.14,1,223
155359,TheTramHouse-90 Day Min,372205,Keith,,78732,30.41813,-97.88915,Entire home/apt,90,90,33,2018-11-18,0.33,3,0
167459,SXSW and ACL 4 bedroom in Austin!,628942,Marnie,,78746,30.27728,-97.79113,Entire home/apt,800,3,7,2014-03-12,0.07,1,362
174828,Light and Airy Central Austin Retreat with Gorgeous Patio,835236,Jenny,,78752,30.33107,-97.7142,Entire home/apt,350,2,293,2019-11-29,2.89,1,329
191719,2b/2b Downtown Austin Oasis,670910,John,,78704,30.25784,-97.76114,Entire home/apt,270,3,229,2019-12-22,3.51,1,161
195674,"Large Zilker Home, Downtown- SOCO-ACL!",951551,Lori,,78704,30.25836,-97.76723,Entire home/apt,750,2,29,2019-05-26,0.35,1,359
202187,South Congress Studio Apartment,989596,John,,78704,30.24776,-97.74527,Entire home/apt,85,1,713,2019-12-27,7.06,2,233
202753,Parkside Loft - Large Bedroom & Sitting Area.,729047,Tracy,,78703,30.27571,-97.75819,Private room,300,3,10,2019-05-08,0.47,1,77
207054,2BR Mid-Century Home near Downtown & Lake,1018853,Merri Gale & Donald,,78741,30.24594,-97.7313,Entire home/apt,124,2,129,2020-01-02,1.29,1,163
208897,"Heart of east Austin–unique, bright, private haven",1029071,Suzanne,,78702,30.2635,-97.70097,Entire home/apt,184,2,79,2019-12-16,1.11,1,83
214795,Cute Condo Close to Zilker & Dwntwn,1109019,,,78704,30.25341,-97.77369,Entire home/apt,99,2,760,2019-11-27,9.97,1,0
217637,East Austin Charmer -- Super Cozy,307872,T.M.,,78722,30.28913,-97.71844,Entire home/apt,79,2,124,2019-11-10,1.27,1,140
218402,New to Austin?  Perfect transition place!,1129520,Paulette,,78754,30.3635,-97.64556,Private room,30,30,22,2019-10-19,0.22,1,316
219168,SOCO Living,1134580,Kalu,,78704,30.24503,-97.74531,Entire home/apt,250,2,180,2020-01-06,14.84,1,0
221451,Sunny Condo 1BR Zilker/ACL/Dwntwn,1114843,Kris,,78704,30.25321,-97.77306,Entire home/apt,145,1,19,2019-11-11,0.20,1,179
224603,Modern Studio Loft,1169129,David And Kristy,,78751,30.30788,-97.72679,Entire home/apt,100,28,103,2019-12-31,1.02,1,118
227372,The Iconic Allen's Boots Clubhouse!,1185793,Sean & Lauren,,78704,30.24846,-97.75077,Entire home/apt,295,1,154,2019-12-23,1.61,1,45
228217,"3 bedroom house near lakes,ACL&SXSW",1182382,Sharon,,78728,30.45831,-97.68722,Entire home/apt,350,4,0,,,1,365
230976,Huge Room - Beautiful View on 5 acres - King Bed,1207603,Cj,,78737,30.1703,-97.96974,Private room,79,1,79,2019-12-27,1.14,3,363
233930,The Treehouse 1930's Hyde Park Home,578211,Pete,,78751,30.30271,-97.73123,Entire home/apt,159,5,68,2020-01-02,0.69,9,323
234194,Beautiful Room on 5 acres,1207603,Cj,,78737,30.17278,-97.973,Private room,55,1,45,2019-11-17,0.65,3,311
237705,Remodeled Bungalow Downtown Eastside!,1246229,Elizabeth,,78702,30.25409,-97.72566,Entire home/apt,450,1,48,2019-11-30,0.48,4,18
238657,Hill House in Wonderful Bouldin!,1250939,Kerry,,78704,30.25368,-97.7567,Entire home/apt,150,2,92,2020-01-01,1.67,4,269
240541,Stay in the Birdhouse! East/Downtow,1246229,Elizabeth,,78702,30.25426,-97.72431,Entire home/apt,81,1,368,2019-12-27,3.83,4,41
244785,Tranquil East Austin Guesthouse: Winter Retreat!,1284548,Gwen & Richard,,78702,30.27917,-97.71564,Entire home/apt,90,1,611,2020-01-19,6.07,1,152
247770,Lovely House In Hip East Austin,1298575,Gloria,,78723,30.3034,-97.68496,Entire home/apt,175,2,1,2012-03-13,0.01,1,0
248515,Cute Eastside Bungalow -  Perfect Austin Base,1208485,Caitlin,,78702,30.25434,-97.72825,Entire home/apt,375,2,38,2019-12-29,0.40,2,78
271052,Clean & Comfy South Austin Condo!,1418696,Kelsey,,78704,30.25309,-97.77375,Entire home/apt,350,3,59,2020-01-01,0.62,1,0
277028,One of a kind stay In the Heart of ATX,746455,Michael,,78703,30.28281,-97.76417,Entire home/apt,399,2,50,2019-12-15,0.51,4,330
281182,Great House 1 block from Metro Rail,1465788,Michelle,,78702,30.28091,-97.70809,Entire home/apt,350,3,36,2019-11-03,0.38,1,362
282342,Terrific 3bedroom 2.5bath Kitchen Garage Home,1471597,Teresa,,78758,30.36663,-97.70872,Entire home/apt,69,45,20,2019-09-03,0.21,1,0
286029,Vintage Modern Home - VERY Central!,1488733,Brooke,,78704,30.25864,-97.75981,Entire home/apt,226,1,165,2019-08-15,1.69,29,101
294708,3bd+Loft...SOCO Area Convenience,1523587,Dallas,,78704,30.23223,-97.74579,Entire home/apt,154,2,233,2019-12-14,2.44,15,309
295275,Stylish 3/2/2 with large backyard,1282837,Joseph,,78745,30.18844,-97.78975,Entire home/apt,210,30,51,2019-12-24,0.53,2,0
299282,"Light Filled Room, Hyde Park near UT",1541934,Margo,,78751,30.30944,-97.73181,Private room,195,30,37,2019-12-12,0.39,9,73
300574,SXSW 2020 Hip Retro Groovy LOFT South Austin Style,167892,Veronica,,78704,30.25721,-97.75563,Entire home/apt,130,2,318,2020-01-05,3.31,3,0
304808,Spanish Hacienda mile from downtown,1566930,Chris,,78702,30.27448,-97.72692,Private room,62,2,248,2019-12-22,2.55,1,342
304866,Big cute clean Casita in SxSAustin!,1568741,Jim O',,78745,30.20948,-97.76969,Entire home/apt,65,3,109,2019-11-10,1.12,12,364
305392,SXSW * Sleeps 10 * Walk everywhere!,117233,Paige,,78702,30.25518,-97.73289,Entire home/apt,525,4,9,2019-03-12,0.11,2,7
313400,Luxury Modern Home in Zilker,1611299,Pam,,78704,30.25304,-97.76885,Entire home/apt,995,3,11,2018-04-29,0.24,1,365
313973,Barton Hills Man Cave Very Private,374529,Alyson & Max,,78704,30.25191,-97.78116,Private room,225,2,22,2017-10-16,0.23,3,89
314152,2 bdrm Condo at  360 Bridge,1614097,Denise,,78730,30.35672,-97.79621,Entire home/apt,350,4,0,,,1,0
315239,Very convenient for SxSW,1617870,John,,78745,30.2135,-97.7809,Entire home/apt,600,3,2,2014-03-17,0.02,1,365
316630,"Hip, convenient home in 78704!",1626165,Gretchen,,78704,30.25431,-97.75578,Entire home/apt,400,3,9,2015-03-24,0.09,1,0
317148,Nature's Way Home in Central East Austin,1628379,Martina,,78702,30.26764,-97.70976,Entire home/apt,250,2,38,2019-11-04,0.40,1,210
319759,█ Swanky Townhome+Rooftop | Downtown | 6th Street!,814883,Kristen,,78702,30.2648,-97.73428,Entire home/apt,275,1,217,2019-12-20,2.27,11,263
319887,Quaint East Austin 2BR SXSW 2016,1640158,Jessica & Jeremy,,78702,30.25536,-97.72855,Entire home/apt,650,4,2,2015-03-18,0.03,1,0
319894,The Perfect Modern Austin Home,1640172,Gary,,78724,30.28413,-97.64927,Entire home/apt,230,2,58,2019-12-02,0.61,1,354
320435,Amazing Urban Hideaway for SXSW!,1641993,Stephanie,,78753,30.35229,-97.69454,Entire home/apt,625,4,4,2014-03-17,0.04,1,365
321069,Avail SXSW 2020: Central 3/2 Mid-Century Mod,1644741,Liz,,78704,30.25407,-97.77818,Entire home/apt,750,2,1,2018-06-23,0.05,1,358
321636,Chic 1953 Spartanette Guesthouse,1647037,Sara,,78702,30.27752,-97.71919,Entire home/apt,95,1,419,2019-12-15,4.36,2,161
321675,3/2 House w/ Pool in Barton Hills,1142525,James,,78704,30.2509,-97.78843,Entire home/apt,500,1,13,2015-10-04,0.16,1,0
323733,4th St Loft in Downtown Austin!,1654178,Erik & Crystal,,78701,30.26778,-97.74563,Entire home/apt,149,1,380,2019-11-24,4.24,1,0
325889,"Amazing House & Location, Jacuzzi, Walk S Congress",1666874,Abbie & Brian,,78704,30.24669,-97.75532,Entire home/apt,749,3,24,2019-12-30,0.25,2,344
329172,"Hillside designer home,10 min.dwntn",1680871,Janet,,78746,30.3024,-97.80719,Entire home/apt,495,3,6,2016-06-05,0.06,1,363
329306,"Urban Homestead, 5 minutes to downtown",880571,Angel,,78702,30.27235,-97.72514,Private room,75,2,451,2019-12-22,4.74,9,331
330301,Entire Upstairs &  New HotTub Near Apple & Domain,1685125,Janet,,78729,30.45096,-97.76467,Entire home/apt,111,2,15,2019-12-05,0.16,1,356
331549,One Room with Private Bathroom,1690383,Sandra,,78725,30.23911,-97.58625,Private room,100,2,0,,,1,365
333114,House for rent in  North Austin,1697428,Ashly,,78754,30.36875,-97.65554,Private room,109,1,0,,,1,0
333442,RARE SECLUDED 1940s ESTATE,1698318,Virginia,,78703,30.31293,-97.76659,Entire home/apt,450,3,114,2019-12-30,1.30,1,318
333815,Solar Sanctuary - Zen Room,372962,Kim,,78704,30.25333,-97.7523,Private room,99,1,151,2019-12-26,1.59,2,355
333856,Solar Sanctuary-Austin History Room,372962,Kim,,78704,30.25304,-97.75301,Private room,99,1,112,2019-11-17,1.17,2,357
333857,Walk to Downtown Homestay Pink Room,1700729,Larry And Joanna,,78702,30.27508,-97.72995,Private room,65,1,138,2019-11-01,1.45,1,222
334554,"SXSW Great 2BCondo, minutes from Downtown & Zilker",1703984,Cindy,,78704,30.2407,-97.77525,Entire home/apt,275,5,6,2019-03-12,0.06,1,309
334616,Great SXSW East Central Apartment,608539,D,,78741,30.24468,-97.72442,Entire home/apt,250,1,2,2013-03-17,0.02,1,0
335885,"5Bed/3Bath: Sleeps 16+, Private 4Bed/2Bath, Pool",1707903,Stephen,,78749,30.20693,-97.85641,Entire home/apt,450,2,24,2019-12-26,0.25,2,353
335945,"Wonderful and comfy townhome, very central and fun",1555683,Patrick,,78741,30.24035,-97.73334,Entire home/apt,190,2,32,2018-04-23,0.34,1,335
337125,"1800 Sq ft, 3-2 home in NW Austin",261883,Carolyn,,78759,30.42198,-97.76717,Private room,80,32,33,2015-10-06,0.34,1,83
337149,Eastside House - Near Downtown!,1714022,Jessica,,78702,30.256,-97.72595,Entire home/apt,200,2,175,2019-12-15,1.83,1,135
338117,Central East Private Room- Close UT,1143953,Linda And Lia,,78702,30.27374,-97.71887,Private room,67,2,67,2019-11-24,0.70,2,306
340045,Greenbelt Professional Loft ,1725752,Shanti,,78746,30.261,-97.79197,Entire home/apt,400,4,0,,,1,365
340630,2 Bedroom duplex for monthly rental,531267,Shelley,,78757,30.33108,-97.72586,Entire home/apt,50,30,14,2019-11-30,0.15,4,61
340710,SXSW Rental! 10 min from it all!,4569,Glory,,78735,30.25264,-97.87296,Entire home/apt,300,3,0,,,1,365
341382,SXSW | 4 bedroom home near Downtown,1205884,Luke And Rachel,,78702,30.26496,-97.71496,Entire home/apt,750,3,125,2019-03-17,1.31,1,12
341530,The Austinville Cottage in SoCo,740347,Chris,,78704,30.24722,-97.75474,Entire home/apt,109,2,188,2019-11-04,2.01,2,86
341596,South Austin Ultra Modern,1733004,Julie,,78704,30.24754,-97.75855,Private room,120,2,67,2019-11-10,0.70,1,350
341665,3 bdrm close to downtown & airport!,1733499,Lynn,,78745,30.20962,-97.77531,Entire home/apt,240,2,80,2019-12-26,1.33,1,0
342039,Private Guest House - Walk Downtown,1735494,Steph And Crew,,78702,30.25185,-97.73104,Entire home/apt,110,2,279,2019-12-19,2.93,2,261
342243,Spacious Private Master Suite by the Month.,1736662,Teresa,,78759,30.41699,-97.7544,Private room,34,31,2,2019-08-13,0.12,1,331
342919,"2br, 800 sq/ft house/east side/SXSW",1739997,Gabrielle,,78702,30.2582,-97.72019,Entire home/apt,400,3,0,,,1,0
343462,Charming Family Friendly Apartment,1742984,Rachel,,78721,30.26912,-97.68767,Entire home/apt,79,1,239,2019-11-18,2.51,1,358
343889,Close-in Central/East Garage Apt,1744639,Darcy,,78702,30.27452,-97.72249,Entire home/apt,35,30,19,2019-01-24,0.20,1,276
344976,South Congress Getaway Bungalow,1749905,Adam,,78704,30.25035,-97.75722,Entire home/apt,370,3,36,2019-10-14,0.51,1,351
345221,Austin Historic Home Downtown SxSW,1644218,Cecily,,78701,30.27105,-97.74933,Entire home/apt,299,3,8,2019-11-03,0.08,2,341
345473,Exquisite Boutique SoCo Cottage with Shops and Restaurants Nearby,1751224,Whitney,,78704,30.24547,-97.74739,Entire home/apt,295,2,56,2020-01-04,0.67,1,42
345536,Austin Artist's Hm. in Hippest Area,1752493,Gigi,,78704,30.24836,-97.76186,Entire home/apt,165,2,189,2020-01-05,2.01,3,325
346381,4/3 Downtown East Austin SXSW F1,1755933,Janine,,78702,30.25462,-97.72125,Entire home/apt,750,2,8,2018-03-14,0.10,1,365
347572,East Austin Bungalow,1761506,Doug & Savanna,,78702,30.26487,-97.71649,Entire home/apt,125,2,26,2019-10-27,0.27,1,15
347654,ATX -SOCO 3bd House...beats hotels!,1761915,Charm,,78704,30.23618,-97.74439,Entire home/apt,430,1,34,2019-11-30,0.36,2,176
347847,The Heart of Chic Eastside/Near UT & Downtown,1763086,Debbie,,78702,30.26992,-97.73093,Entire home/apt,125,2,64,2019-11-18,1.44,1,13
347935,for formula one only...,1763742,Amber,,78704,30.2521,-97.76163,Entire home/apt,600,5,1,2012-03-18,0.01,1,0
349447,"Eastside Cabana - Near UT,Downtown",1770424,Jason,,78702,30.27875,-97.72359,Entire home/apt,125,1,534,2019-12-27,5.61,5,312
349635,Central Austin (Tarrytown) Bed and Bath,1771402,Cindie,,78703,30.29933,-97.77637,Private room,59,1,45,2019-11-10,0.58,1,16
351865,French country charming room/bath,1782559,Julie,,78754,30.33179,-97.64911,Private room,75,1,0,,,1,0
353126,Monthly Rental Guest House /Apartment  in SoCo,1788349,Jeannie,,78704,30.23846,-97.74613,Entire home/apt,99,29,5,2019-12-01,0.05,2,194
353261, 4/3.5 SoCo Bungalow ,1789494,Lara,,78704,30.24336,-97.75152,Entire home/apt,675,3,136,2019-12-02,1.91,1,301
353955,SXSW Luxury 2 Bedroom appt!,1792021,Mykel,,78746,30.34442,-97.80005,Entire home/apt,225,3,1,2012-03-15,0.01,1,0
354263,Colorful Artsy and Unusual Guesthouse in Bouldin Creek,1752493,Gigi,,78704,30.24782,-97.76294,Entire home/apt,129,2,279,2019-12-26,2.93,3,339
354334,Stunning 2/2.5 PRIME ATX Location!,1781705,Jared,,78704,30.24515,-97.77143,Entire home/apt,300,3,1,2013-03-14,0.01,2,0
354513,SXSW-Historic Home luxury-Central East Downtown,1795232,Sara,,78702,30.25859,-97.72983,Entire home/apt,908,3,5,2017-03-15,0.06,1,0
354542,★ Spacious Modern Luxury + Walk to Food & Bars! ★,1795524,Sarah,,78702,30.26332,-97.72082,Entire home/apt,1000,2,108,2019-12-13,1.13,1,354
354569,Ultimate casually elegant retreat,2049988,Mike,,78703,30.28923,-97.7606,Entire home/apt,248,3,11,2017-07-05,0.12,1,0
355176,Private South Austin Guest House,1798140,Scott,,78745,30.22062,-97.77387,Entire home/apt,141,30,17,2019-12-07,0.18,1,306
355232,Great SXSW Location. 3br/2baths,1798084,Jeffrey,,78704,30.24803,-97.74556,Entire home/apt,1000,1,3,2017-03-19,0.04,1,365
355328,SXSW - musician's home,1798834,Joan,,78704,30.23928,-97.77907,Entire home/apt,100,1,0,,,1,0
355792,"Clean, Cute & Central-Clarksville!",1801114,An,,78703,30.27927,-97.75422,Entire home/apt,119,2,12,2019-07-06,0.13,1,0
356675,Midcentury Modern in Central Austin,1805253,Trey,,78703,30.30587,-97.77132,Entire home/apt,1050,30,2,2013-06-01,0.02,1,0
356719,Cozy and Modern Home,1805524,Jai,,78723,30.30599,-97.69641,Entire home/apt,325,2,1,2012-11-20,0.01,1,0
357503,Best ACL 2015 / Austin Summer,1809146,David,,78704,30.24981,-97.77782,Entire home/apt,495,2,3,2015-10-13,0.03,1,0
357529,Zilker Home close to everything,1808807,Renee,,78704,30.2552,-97.76862,Entire home/apt,135,3,219,2019-12-10,2.30,2,98
