id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
62279,4-2 1/2 home 10 minutes from downtown,303006,Paula,,78703,30.29717,-97.77102,Entire home/apt,249,3,0,,,1,365
68130,Hyde Park Flat - Bamboo Floors,336916,Drew,,78751,30.31171,-97.72455,Entire home/apt,89,2,440,2019-07-24,4.22,1,94
69303,Colorful and Quirky Zilker Park Townhouse,272156,Lois,,78704,30.2607,-97.77194,Entire home/apt,145,2,88,2019-07-31,0.87,2,323
69352,Enchanting Zilker Cottage~Downtown,347068,Particular Properties,,78704,30.25775,-97.76354,Entire home/apt,159,2,390,2018-05-24,3.82,2,1
69810,"Live Beneath Live Oaks in a Bright, Intimate House",82762,Dolina,,78704,30.23152,-97.76434,Entire home/apt,110,2,411,2019-07-15,4.00,1,297
70258,South 1st Garage Apartment - Ideally Central,355348,Jason,,78704,30.23616,-97.76446,Entire home/apt,150,2,25,2019-07-14,1.08,1,84
70812,1 Bedroom Apt; Above the Studio,268988,Stephanie,,78704,30.24501,-97.74986,Entire home/apt,150,2,131,2019-06-23,1.28,2,75
72318,"Private, Super Cool, and very Close In",374529,Alyson & Max,,78704,30.2532,-97.77891,Private room,125,3,38,2018-10-15,0.37,3,0
72633,Architect Designed - Great Location,377037,Becca,,78704,30.24604,-97.75329,Entire home/apt,470,2,39,2019-03-20,0.38,1,351
72706,"Special Pricing! Great, Central SoCo Cottage!",377618,Susan,,78704,30.24775,-97.76403,Entire home/apt,145,2,250,2019-07-27,2.44,2,306
72833,Central Cottage with bikes!,378744,Ellen And Andy,,78731,30.31383,-97.75161,Entire home/apt,85,3,316,2019-08-10,3.08,1,112
72876,20 minutes to Downtown Austin,379080,Becky,,78729,30.44794,-97.76082,Private room,69,1,3,2019-08-04,3,3,36
73005,3BR Convenient Gated Townhome!,128514,Vivian,,78727,30.41519,-97.73019,Entire home/apt,230,2,23,2019-04-15,0.22,1,146
73289,Simple 2/2 in Central Austin,382510,Christina,,78705,30.28985,-97.7451,Entire home/apt,106,30,41,2019-06-28,0.40,2,329
73898,Close to everything !! Good music!!,387130,Rick,,78749,30.20857,-97.85673,Private room,67,10,26,2018-04-21,0.26,1,0
74318,Private Guest House 78704,387918,Amy & Justin,,78704,30.24422,-97.77885,Entire home/apt,90,2,190,2019-06-01,1.86,1,349
74716,Welcoming East Austin Guest Suite,393795,Jennifer,,78702,30.27656,-97.72166,Private room,75,2,87,2018-10-25,1.22,1,41
75174,South Shore Condo on Lady Bird Lake,393905,David,,78702,30.24773,-97.72584,Entire home/apt,130,2,244,2019-08-01,2.38,2,233
75957,PRIVATE COTTAGE APT IN Tarrytown -Central Austin,404260,Kelly,,78703,30.29187,-97.76824,Entire home/apt,115,2,268,2019-08-05,2.62,2,0
76497,Lovely chic 2 Bdrm Downtown whereAirbnb CEO stays,177441,Ashley,,78703,30.27577,-97.75608,Entire home/apt,184,2,176,2019-07-22,1.72,2,338
76501,Upstairs Flat in Central Austin,408534,Kevin And Bob,,78722,30.29138,-97.71907,Entire home/apt,125,2,156,2019-07-07,1.52,1,118
76911,EastSideLavishness- A Stay of comfort and Joy,394012,Peter,,78702,30.26775,-97.72695,Entire home/apt,821,2,122,2019-08-11,2.31,1,299
76996,The Travis Heights Tree House,1665428,Krista,,78704,30.23778,-97.74453,Entire home/apt,68,20,34,2019-07-05,0.33,1,286
77347,Room or rooms ,382265,Leslie,,78733,30.33937,-97.88116,Private room,95,2,0,,,2,365
77635,"Retro 60's Home,Walk to Zilker,Yard",416628,Carlos,,78704,30.25177,-97.77888,Entire home/apt,195,3,14,2019-06-04,0.17,2,205
77639,Sweet South Austin Spot,416628,Carlos,,78704,30.25003,-97.77859,Entire home/apt,245,3,19,2019-05-06,0.32,2,346
78035,Modern Gem featured by Dwell. Pool + HotTub.,419192,Keith And Shannon,,78704,30.25625,-97.76766,Entire home/apt,750,3,74,2019-08-11,2.49,1,151
78127,Downtown Luxury Home/ Clean/ PERFECT LOCATION,419707,Julia,,78701,30.2752,-97.74863,Entire home/apt,404,1,6,2019-05-26,0.06,3,0
78422,Living the Dream on Richardine,421002,E. Dixie,,78702,30.27324,-97.71173,Private room,50,1,1,2011-03-17,0.01,1,9
78584,East 2nd Street Charmer!,422239,John,,78702,30.26278,-97.73529,Entire home/apt,176,2,103,2019-07-26,1.16,3,97
78731,Large Room and Private Bath in Central East Austin,423131,Robin,,78702,30.26984,-97.72874,Private room,85,2,162,2019-07-26,1.80,1,65
78749,Condo in the Heart of Downtown Austin...Walkable!,423241,Breanne,,78701,30.27066,-97.7414,Entire home/apt,128,14,8,2019-05-21,0.08,2,46
78757,Nice Room Great House near Zilker,374529,Alyson & Max,,78704,30.24716,-97.782,Private room,79,2,74,2019-03-16,0.72,3,223
78831,Cool Hyde Park efficiency apartment,423840,Marcus,,78751,30.31262,-97.72543,Entire home/apt,109,2,315,2019-07-29,3.07,1,166
78884,Beautiful Zilker Park Condo next to Downtown!,424158,Lynne,,78704,30.26088,-97.77438,Entire home/apt,89,2,121,2019-07-28,1.18,1,158
78974,78704 Detached Garden  Cottage,424835,Dan,,78704,30.23916,-97.76487,Entire home/apt,125,1,270,2019-07-27,4.09,1,0
78993,NEWLY REMODELED CENTRAL AUSTIN HOME SLEEPS 5-6,424999,Emily,,78731,30.32787,-97.75442,Entire home/apt,500,2,10,2018-10-21,0.48,1,0
79432,Carriage House Apartment,427758,Ford,,78703,30.2809,-97.76065,Entire home/apt,119,30,54,2019-06-02,0.53,1,0
79768,East-Side Bungalow,430091,Shawn,,78702,30.26071,-97.73258,Entire home/apt,225,4,34,2019-03-11,0.36,2,0
80025,HOUSE SXSW Only. NEW LISTING,428761,David,,78722,30.29808,-97.71339,Private room,600,5,4,2018-01-23,0.04,1,365
80725,Central Austin Home ,436771,Merlyn,,78703,30.28408,-97.76828,Entire home/apt,500,4,0,,,1,365
82033,"Clean and quiet 3/2, in Mueller area.",445746,Kimberly,,78723,30.30419,-97.68914,Entire home/apt,508,1,4,2018-05-22,0.23,1,90
83643,Fun Central Austin Convenience,456230,Michele,,78752,30.32373,-97.71629,Private room,47,2,169,2019-07-08,1.76,1,336
84771,Campus Retreat,321037,Lucien,,78705,30.29269,-97.74345,Entire home/apt,45,2,16,2018-01-03,0.68,2,0
89475,4 Bed Contemporary w/2 Living Rooms,487072,Greg & Amanda,,78757,30.35669,-97.72658,Entire home/apt,199,30,93,2019-07-29,1.10,11,244
90898,"Artsy, Cozy, and Fun; Our Travis Heights 2-1",236847,Lester,,78704,30.24666,-97.7476,Entire home/apt,112,2,69,2019-07-08,0.68,1,311
104099,Zilker Guesthouse,213651,Daniel,,78704,30.25456,-97.77551,Entire home/apt,85,2,144,2019-07-29,1.50,2,88
104386,South Austin Cottage 78704 - 2BR,543367,Mary,,78704,30.24613,-97.74528,Entire home/apt,77,31,124,2019-05-27,1.24,2,194
109005,15-20 min walk to ACL-Zilker; 4 min drive to Dntn,552705,"Amanda (Marz, Nickname)",,78703,30.28399,-97.77094,Entire home/apt,149,3,3,2016-10-11,0.08,2,351
113779,Spacious 1BR w/ Office in Hyde Park,578211,Pete,,78751,30.30326,-97.73057,Entire home/apt,119,5,61,2019-07-06,0.66,9,307
113791,Avenue G Guesthouse in Hyde Park,578249,Larry And Susan,,78751,30.3022,-97.73013,Private room,60,30,12,2018-06-22,0.12,2,306
116014,SXSW LAST MINUTE Downtown Space,419707,Julia,,78701,30.27509,-97.74851,Entire home/apt,260,1,2,2019-04-14,0.02,3,0
128326,Austin City Limits-Private Pool by Nature Preserve,634580,Morrie And Rachel,,78736,30.24395,-98.00244,Entire home/apt,295,3,175,2019-07-29,1.82,1,335
140474,Historic Hyde Park Home By Downtown,578211,Pete,,78751,30.30226,-97.73143,Entire home/apt,136,5,52,2019-07-29,0.55,9,329
140504,1915 Home w/1BR With Modern Flare,578211,Pete,,78751,30.30242,-97.72954,Entire home/apt,119,5,46,2019-08-04,0.48,9,332
140561,ELEGANT 4 B.R. HOME NEAR DOWNTOWN,41259,Vincent,,78744,30.16127,-97.7843,Entire home/apt,199,2,34,2019-07-21,0.38,1,163
141550,"Sweet, Sexy Studio in the '02",688306,Epiphany,,78702,30.25582,-97.72709,Entire home/apt,107,1,410,2019-08-11,4.25,1,0
145210,Maiden Lane Guesthouse,475506,Dan,,78705,30.30219,-97.74143,Entire home/apt,129,3,180,2019-06-30,2.20,1,301
154103,"4 BDR Home Ideal for SXSW, F1, ACL",741170,Scott,,78704,30.2515,-97.78206,Entire home/apt,373,3,13,2019-03-13,0.14,1,333
155359,TheTramHouse-90 Day Min,372205,Keith,,78732,30.41813,-97.88915,Entire home/apt,113,90,33,2018-11-18,0.35,3,250
158398,ACL 2019 oasis! Short bike or scooter to the park!,760426,Lis,,78704,30.2521,-97.78382,Entire home/apt,699,4,11,2019-03-10,0.12,1,333
166561,SOCO ItZ bitZ Bungalow,347068,Particular Properties,,78704,30.24154,-97.76121,Entire home/apt,69,2,351,2019-08-04,3.57,2,16
167459,SXSW and ACL 4 bedroom in Austin!,628942,Marnie,,78746,30.27728,-97.79113,Entire home/apt,800,3,7,2014-03-12,0.07,1,362
172104,South Austin- close to the action!,746286,Isabel,,78745,30.19318,-97.82095,Entire home/apt,129,3,10,2019-03-19,1.19,1,0
174828,Light and Airy Central Austin Retreat with Gorgeous Patio,835236,Jenny,,78752,30.33107,-97.7142,Entire home/apt,350,2,280,2019-07-28,2.91,1,322
179885,Hip Two Bedroom Home in 78704 ,861520,Ray,,78704,30.23908,-97.77182,Entire home/apt,700,3,3,2014-03-12,0.03,1,365
191719,2b/2b downtown Austin minutes away from everything,670910,John,,78704,30.25784,-97.76114,Entire home/apt,270,3,207,2019-07-28,3.44,1,158
195674,"Large Zilker Home, Downtown- SOCO-ACL!",951551,Lori,,78704,30.25836,-97.76723,Entire home/apt,700,2,29,2019-05-26,0.37,1,359
202187,South Congress Studio Apartment,989596,John,,78704,30.24776,-97.74527,Entire home/apt,85,1,671,2019-07-27,6.99,2,258
202753,Parkside Loft - Large Bedroom & Sitting Area.,729047,Tracy,,78703,30.27571,-97.75819,Private room,300,3,10,2019-05-08,0.63,1,9
207054,2BR Mid-Century Home near Downtown & Lake,1018853,Merri Gale & Donald,,78741,30.24594,-97.7313,Entire home/apt,124,2,115,2019-07-07,1.21,1,148
208897,"Heart of east Austin–unique, bright, private haven",1029071,Suzanne,,78702,30.2635,-97.70097,Entire home/apt,184,2,69,2019-07-14,1.05,1,99
214795,Cute Condo Close to Zilker & Dwntwn,1109019,Kristi,,78704,30.25341,-97.77369,Entire home/apt,99,2,548,2019-08-10,5.70,1,0
217637,East Austin Charmer -- Super Cozy,307872,T.M.,,78722,30.28913,-97.71844,Entire home/apt,79,2,118,2019-07-21,1.27,1,159
218402,New to Austin?  Perfect transition place!,1129520,Paulette,,78754,30.3635,-97.64556,Private room,45,30,20,2019-06-25,0.21,1,255
219168,SOCO Living,1134580,Kalu,,78704,30.24503,-97.74531,Entire home/apt,250,2,10,2019-08-09,10,1,0
224603,Modern Studio Loft,1169129,David And Kristy,,78751,30.30788,-97.72679,Entire home/apt,94,3,102,2017-10-23,1.06,1,38
227372,Allens Boots Loft on South Congress,1185793,Sean & Lauren,,78704,30.24846,-97.75077,Entire home/apt,295,2,143,2019-05-27,1.58,1,42
228217,"3 bedroom house near lakes,ACL&SXSW",1182382,Sharon,,78728,30.45831,-97.68722,Entire home/apt,350,4,0,,,1,365
230976,Huge Room - Beautiful View on 5 acres - King Bed,1207603,Cj,,78737,30.1703,-97.96974,Private room,79,1,72,2019-08-11,1.12,3,354
233930,The Treehouse 1930's Hyde Park Home,578211,Pete,,78751,30.30271,-97.73123,Entire home/apt,159,5,63,2019-07-08,0.68,9,331
234194,Beautiful Room on 5 acres,1207603,Cj,,78737,30.17278,-97.973,Private room,55,1,36,2019-08-04,0.56,3,345
237705,Remodeled Bungalow Downtown Eastside!,1246229,Elizabeth,,78702,30.25409,-97.72566,Entire home/apt,450,1,36,2019-08-04,0.38,4,14
238657,Hill House in Wonderful Bouldin!,1250939,Kerry,,78704,30.25368,-97.7567,Entire home/apt,150,2,71,2019-08-07,1.42,4,301
240541,Stay in the Birdhouse! East/Downtow,1246229,Elizabeth,,78702,30.25426,-97.72431,Entire home/apt,81,1,321,2019-08-09,3.53,4,25
244785,Tranquil East Austin Guesthouse: Summer Haven!,1284548,Gwen & Richard,,78702,30.27917,-97.71564,Entire home/apt,90,1,568,2019-08-04,5.98,1,224
247770,Lovely House In Hip East Austin,1298575,Gloria,,78723,30.3034,-97.68496,Entire home/apt,175,2,1,2012-03-13,0.01,1,0
248515,Cute Eastside Bungalow -  Perfect Austin Base,1208485,Caitlin,,78702,30.25434,-97.72825,Entire home/apt,375,2,17,2019-03-13,0.19,2,66
269200,SXSW House 10 Minutes from Downtown,831267,Jesse,,78753,30.38342,-97.66611,Private room,550,4,0,,,1,365
271052,Clean & Comfy South Austin Condo!,1418696,Kelsey,,78704,30.25309,-97.77375,Entire home/apt,350,3,30,2019-07-14,1.02,1,0
277028,One of a kind stay In the Heart of ATX,746455,Michael,,78703,30.28281,-97.76417,Entire home/apt,399,2,39,2019-07-21,0.42,4,352
281182,Great House 1 block from Metro Rail,1465788,Michelle,,78702,30.28091,-97.70809,Entire home/apt,350,2,32,2019-07-21,0.35,1,340
282342,Terrific 3bedroom 2.5bath Kitchen Garage Home,1471597,Teresa,,78758,30.36663,-97.70872,Entire home/apt,69,45,19,2019-06-11,0.21,1,66
286029,Vintage Modern Home - VERY Central!,1488733,Brooke,,78704,30.25864,-97.75981,Entire home/apt,222,1,164,2019-08-02,1.77,33,1
294708,3bd+Loft...SOCO Area Convenience,1523587,Dallas,,78704,30.23223,-97.74579,Entire home/apt,154,2,218,2019-07-28,2.42,20,315
295275,Stylish 3/2/2 with large backyard,1282837,Joseph,,78745,30.18844,-97.78975,Entire home/apt,210,30,50,2018-11-02,0.55,2,303
299282,"Light Filled Room, Hyde Park near UT",1541934,Margo,,78751,30.30944,-97.73181,Private room,195,30,36,2019-07-20,0.40,7,210
300574,Hip Retro Groovy LOFT South Austin Style,167892,Veronica,,78704,30.25721,-97.75563,Entire home/apt,124,2,303,2019-08-05,3.33,2,329
301701,Super Comfortable Room1 Scenic Area,1554241,April,,78759,30.41396,-97.75983,Private room,79,1,1,2012-03-14,0.01,5,365
304866,Big cute clean Casita in SxSAustin!,1568741,Jim O',,78745,30.20948,-97.76969,Entire home/apt,65,3,103,2019-07-29,1.12,13,353
305392,SXSW * Sleeps 10 * Walk everywhere!,117233,Paige,,78702,30.25518,-97.73289,Entire home/apt,525,4,9,2019-03-12,0.12,2,23
313400,Luxury Modern Home in Zilker,1611299,Pam,,78704,30.25304,-97.76885,Entire home/apt,995,3,11,2018-04-29,0.27,1,355
313973,Barton Hills Man Cave Very Private,374529,Alyson & Max,,78704,30.25191,-97.78116,Private room,225,2,22,2017-10-16,0.24,3,0
314152,2 bdrm Condo at  360 Bridge,1614097,Denise,,78730,30.35672,-97.79621,Entire home/apt,350,4,0,,,1,0
315239,Very convenient for SxSW,1617870,John,,78745,30.2135,-97.7809,Entire home/apt,600,3,2,2014-03-17,0.03,1,365
316630,"Hip, convenient home in 78704!",1626165,Gretchen,,78704,30.25431,-97.75578,Entire home/apt,400,3,9,2015-03-24,0.10,1,0
316885,Coming home Master Bedroom,1554241,April,,78759,30.41401,-97.76194,Private room,125,1,3,2014-09-20,0.05,5,365
316886,Ture sanctuary for comfort & peace,1554241,April,,78759,30.41469,-97.76042,Private room,79,1,1,2014-06-28,0.02,5,365
318963,South Congress Bungalow SXSW 2016,1637006,Cathy,,78704,30.2509,-97.74119,Entire home/apt,650,2,1,2012-01-26,0.01,1,0
319759,█ Swanky Townhome+Rooftop | Downtown | 6th Street!,814883,Kristen,,78702,30.2648,-97.73428,Entire home/apt,200,2,203,2019-07-28,2.25,11,307
319887,Quaint East Austin 2BR SXSW 2016,1640158,Jessica,,78702,30.25536,-97.72855,Entire home/apt,650,4,2,2015-03-18,0.03,1,0
319894,The Perfect Modern Austin Home,1640172,Gary,,78724,30.28413,-97.64927,Entire home/apt,230,2,44,2019-08-04,0.49,2,352
320161,Country Road Room 5,1427814,Andrea,,78747,30.16204,-97.73744,Private room,45,30,19,2019-03-30,0.21,9,341
320435,Amazing Urban Hideaway for SXSW!,1641993,Stephanie,,78753,30.35229,-97.69454,Entire home/apt,625,4,4,2014-03-17,0.04,1,365
321069,Central Austin: 3/2 Mid-Century Mod House,1644741,Liz,,78704,30.25407,-97.77818,Entire home/apt,750,2,1,2018-06-23,0.07,1,352
321636,Chic 1953 Spartanette Guesthouse,1647037,Sara,,78702,30.27752,-97.71919,Entire home/apt,95,1,393,2019-07-25,4.32,2,0
321675,3/2 House w/ Pool in Barton Hills,1142525,James,,78704,30.2509,-97.78843,Entire home/apt,500,1,13,2015-10-04,0.17,1,0
321718,Casa De Senor Don Gato,1647403,David,,78704,30.24391,-97.77203,Entire home/apt,475,3,9,2018-03-13,0.12,1,365
323733,4th St Loft in Downtown Austin!,1654178,Erik & Crystal,,78701,30.26778,-97.74563,Entire home/apt,149,1,364,2019-07-28,4.05,1,0
324552,South Congress private SOCO Studio,1348968,Sailing,,78704,30.24588,-97.75122,Entire home/apt,95,1,180,2019-04-14,1.97,1,350
325889,"Amazing House & Location, Jacuzzi, Walk S Congress",1666874,Abbie & Brian,,78704,30.24669,-97.75532,Entire home/apt,749,3,15,2019-08-04,0.17,2,349
327653,One bdrm garage apt in Hyde Park,1674764,Carol,,78751,30.31218,-97.71745,Entire home/apt,150,2,2,2014-03-10,0.02,2,237
327911,Lovely Room on bus line,1631335,Peggy,,78757,30.33354,-97.73222,Private room,47,2,86,2018-10-07,0.94,1,223
329172,"Hillside designer home,10 min.dwntn",1680871,Janet,,78746,30.3024,-97.80719,Entire home/apt,495,3,6,2016-06-05,0.07,1,352
329306,"Urban Homestead, 5 minutes to downtown",880571,Angel,,78702,30.27235,-97.72514,Private room,75,30,431,2019-07-09,4.78,10,351
330301,Entire Upstairs in NW Austin,1685125,Janet,,78729,30.45096,-97.76467,Entire home/apt,130,5,12,2012-08-28,0.13,2,0
331549,One Room with Private Bathroom,1690383,Sandra,,78725,30.23911,-97.58625,Private room,100,2,0,,,1,365
333114,House for rent in  North Austin,1697428,Ashly,,78754,30.36875,-97.65554,Private room,109,1,0,,,1,0
333442,RARE SECLUDED 1940s ESTATE,1698318,Virginia,,78703,30.31293,-97.76659,Entire home/apt,450,3,109,2019-08-10,1.32,1,283
333810,South Austin Home 5 min to Downtown,1700565,Robin,,78741,30.23193,-97.74121,Entire home/apt,175,6,3,2016-03-17,0.04,1,0
333815,Solar Sanctuary - Zen Room,372962,Kim,,78704,30.25333,-97.7523,Private room,99,1,146,2019-07-28,1.63,2,320
333856,Solar Sanctuary-Austin History Room,372962,Kim,,78704,30.25304,-97.75301,Private room,99,1,104,2019-07-07,1.15,2,347
333857,Walk to Downtown Homestay Pink Room,1700729,Larry And Joanna,,78702,30.27508,-97.72995,Private room,65,1,135,2019-06-07,1.50,1,156
334554,"SXSW Great 2BCondo, minutes from Downtown & Zilker",1703984,Cindy,,78704,30.2407,-97.77525,Entire home/apt,275,5,6,2019-03-12,0.07,1,156
334616,Great SXSW East Central Apartment,608539,D,,78741,30.24468,-97.72442,Entire home/apt,250,1,2,2013-03-17,0.02,1,0
335885,"5Bed/3Bath: Sleeps 16+, Private 4Bed/2Bath, Pool",1707903,Stephen,,78749,30.20693,-97.85641,Entire home/apt,550,2,16,2019-08-04,0.18,2,355
335945,"Wonderful and comfy townhome, very central and fun",1555683,Patrick,,78741,30.24035,-97.73334,Entire home/apt,190,2,32,2018-04-23,0.36,1,253
337125,"1800 Sq ft, 3-2 home in NW Austin",261883,Carolyn,,78759,30.42198,-97.76717,Private room,75,1,33,2015-10-06,0.36,1,83
337149,Eastside House - Near Downtown!,1714022,Jessica,,78702,30.256,-97.72595,Entire home/apt,200,2,160,2019-07-14,1.77,1,131
337231,SXSW~S Congress Contemporary 4 BR ,1633674,Karen,,78704,30.24916,-97.75179,Entire home/apt,2000,5,0,,,1,87
337414,cute house near East 6th St!,1714815,Veronica,,78702,30.26795,-97.71195,Private room,115,1,15,2016-04-23,0.19,1,0
337560,Spare room for rent for SXSW,1715541,Jason,,78704,30.23447,-97.76755,Private room,700,1,1,2012-03-15,0.01,1,365
338117,Central East Private Room- Close UT,1143953,Linda And Lia,,78702,30.27374,-97.71887,Private room,67,2,60,2019-07-21,0.67,1,264
340045,Greenbelt Professional Loft ,1725752,Shanti,,78746,30.261,-97.79197,Entire home/apt,400,4,0,,,1,365
340710,SXSW Rental! 10 min from it all!,4569,Glory,,78735,30.25264,-97.87296,Entire home/apt,300,3,0,,,1,365
341382,SXSW | RENOVATED 4 bedroom home near Downtown,1205884,Luke And Rachel,,78702,30.26496,-97.71496,Entire home/apt,750,1,125,2019-03-17,1.38,1,0
341596,South Austin Ultra Modern,1733004,Julie,,78704,30.24754,-97.75855,Private room,120,2,62,2019-06-02,0.69,1,297
341665,3 bdrm close to downtown & airport!,1733499,Lynn,,78745,30.20962,-97.77531,Entire home/apt,240,2,30,2019-08-09,4.43,1,0
342243,Spacious Private Master Suite by the Month.,1736662,Teresa,,78759,30.41699,-97.7544,Private room,32,31,1,2018-08-16,0.08,1,218
342919,"2br, 800 sq/ft house/east side/SXSW",1739997,Gabrielle,,78702,30.2582,-97.72019,Entire home/apt,400,3,0,,,1,0
343462,Charming Family Friendly Apartment,1742984,Rachel,,78721,30.26912,-97.68767,Entire home/apt,79,1,227,2019-08-06,2.52,1,335
344976,South Congress Getaway Bungalow,1749905,Adam,,78704,30.25035,-97.75722,Entire home/apt,370,3,34,2019-06-18,0.52,1,289
345221,Austin Historic Home Downtown SxSW,1644218,Cecily,,78701,30.27105,-97.74933,Entire home/apt,299,3,7,2019-03-12,0.08,2,332
345473,Exquisite Boutique SoCo Cottage with Shops and Restaurants Nearby,1751224,Whitney,,78704,30.24547,-97.74739,Entire home/apt,295,2,42,2019-07-21,0.54,1,129
345536,Austin Artist's Hm. in Hippest Area,1752493,Gigi,,78704,30.24836,-97.76186,Entire home/apt,165,2,168,2019-07-21,1.89,3,317
346316,Beautiful Home close to Zilker Park,1756426,Joan,,78704,30.2613,-97.78031,Entire home/apt,580,3,11,2019-03-13,0.23,1,342
347449,Cute Clarksville Condo,1722520,Rachelle,,78703,30.28226,-97.76035,Entire home/apt,156,5,3,2016-08-05,0.04,1,223
347572,East Austin Bungalow,1761506,Doug & Savanna,,78702,30.26487,-97.71649,Entire home/apt,125,2,18,2019-08-04,0.20,1,10
347654,ATX -SOCO 3bd House...beats hotels!,1761915,Charm,,78704,30.23618,-97.74439,Entire home/apt,430,1,29,2019-07-21,0.32,2,175
347736,Modern downtown loft on 6th St,1366664,Jason,,78702,30.26659,-97.73298,Entire home/apt,149,3,424,2019-07-28,4.68,1,35
347802,Hyde Park Bungalow close to UT & DT,1594787,Ananda & Dunstan,,78751,30.30232,-97.72633,Entire home/apt,119,2,196,2018-03-25,2.17,1,167
347847,The Heart of Chic Eastside/Near UT & Downtown,1763086,Debbie,,78702,30.26992,-97.73093,Entire home/apt,125,2,56,2019-07-28,1.42,1,58
347935,for formula one only...,1763742,Amber,,78704,30.2521,-97.76163,Entire home/apt,600,5,1,2012-03-18,0.01,1,0
348771,Beautiful Home Away From Home,1767284,William,,78749,30.21614,-97.88687,Private room,125,1,0,,,1,365
349447,"Eastside Cabana - Near UT,Downtown",1770424,Jason,,78702,30.27875,-97.72359,Entire home/apt,125,1,494,2019-07-28,5.48,5,316
